x,y,theta
0.674734,0.596165,0.0390695
0.675109,0.59641,0.0390695
0.673458,0.597358,0.0390695
0.673155,0.598179,0.0390695
0.67324,0.600049,0.0390695
0.672369,0.600295,0.0390695
0.67309,0.601954,0.0390695
0.673542,0.599673,0.0390695
0.672532,0.599421,0.0390695
0.672872,0.599941,0.0390695
0.672475,0.600258,0.0390695
0.672032,0.601071,0.0390695
0.671435,0.600995,0.0390695
0.673183,0.600897,0.0390695
0.673304,0.600784,0.0390695
0.674105,0.6009,0.0390695
0.674972,0.601497,0.0390695
0.676222,0.602694,0.0390695
0.676649,0.602822,0.0390695
0.675622,0.602531,0.0390695
0.674653,0.60112,0.0390695
0.67379,0.60045,0.0390695
0.675065,0.601417,0.0390695
0.676942,0.600971,0.0390695
0.677774,0.600567,0.0390695
0.677735,0.601799,0.0390695
0.676047,0.602157,0.0390695
0.67524,0.602036,0.0390695
0.674648,0.60143,0.0390695
0.67433,0.600798,0.0390695
0.675253,0.601296,0.0390695
0.675765,0.600713,0.0390695
0.676449,0.600425,0.0390695
0.67697,0.600066,0.0390695
0.677652,0.599845,0.0390695
0.677815,0.599313,0.0390695
0.678002,0.59956,0.0390695
0.675986,0.600429,0.0390695
0.674394,0.600781,0.0390695
0.673879,0.601763,0.0390695
0.675179,0.599723,0.0390695
0.673506,0.599501,0.0390695
0.674411,0.599966,0.0390695
0.67526,0.599872,0.0390695
0.673903,0.600431,0.0390695
0.673218,0.600907,0.0390695
0.671573,0.601482,0.0390695
0.670834,0.601877,0.0390695
0.670142,0.602328,0.0390695
0.668948,0.603694,0.0390695
0.668209,0.604698,0.0390695
0.670078,0.604902,0.0390695
0.670639,0.602688,0.0390695
0.670721,0.601932,0.0390695
0.67213,0.600814,0.0390695
0.67059,0.599,0.0390695
0.670896,0.597638,0.0390695
0.670721,0.597667,0.0390695
0.671802,0.597899,0.0390695
0.669571,0.598642,0.0390695
0.66569,0.597303,0.0390695
0.665589,0.59731,0.0390695
0.667061,0.598494,0.0390695
0.666644,0.597753,0.0390695
0.666086,0.597835,0.0390695
0.66661,0.598197,0.0390695
0.665962,0.597812,0.0390695
0.666732,0.59723,0.0390695
0.66636,0.596281,0.0390695
0.666106,0.595892,0.0390695
0.666314,0.595645,0.0390695
0.666075,0.594884,0.0390695
0.665165,0.596049,0.0390695
0.6646,0.59567,0.0390695
0.664984,0.595699,0.0390695
0.663761,0.595465,0.0390695
0.664176,0.595991,0.0390695
0.664696,0.597107,0.0390695
0.662929,0.597741,0.0390695
0.662752,0.596426,0.0390695
0.663914,0.595566,0.0390695
0.663521,0.595625,0.0390695
0.662898,0.593364,0.0390695
0.662934,0.593194,0.0390695
0.660783,0.594329,0.0390695
0.663023,0.593312,0.0390695
0.662848,0.592961,0.0390695
0.66294,0.592797,0.0390695
0.66284,0.594601,0.0390695
0.662806,0.594276,0.0390695
0.662204,0.594999,0.0390695
0.661876,0.594414,0.0390695
0.661769,0.594174,0.0390695
0.660821,0.592118,0.0390695
0.660826,0.59182,0.0390695
0.660922,0.592246,0.0390695
0.661686,0.593185,0.0390695
0.660923,0.593908,0.0390695
0.662162,0.59297,0.0390695
0.664961,0.591784,0.0390695
0.667405,0.591415,0.0390695
0.669024,0.592107,0.0390695
0.670295,0.59231,0.0390695
0.672532,0.592762,0.0390695
0.673702,0.591647,0.0390695
0.676111,0.591347,0.0390695
0.679004,0.591102,0.0390695
0.682549,0.59204,0.0390695
0.685798,0.593012,0.0390695
0.688822,0.59084,0.0390695
0.692763,0.590371,0.0390695
0.69512,0.592011,0.0390695
0.699123,0.59164,0.0390695
0.706051,0.59154,0.0390695
0.71186,0.592232,0.0390695
0.717441,0.59178,0.0390695
0.722584,0.592185,0.0390695
0.7288,0.591821,0.0390695
0.734202,0.589942,0.0390695
0.739232,0.590151,0.0390695
0.743989,0.592235,0.0390695
0.748279,0.591009,0.0390695
0.75374,0.59195,0.0390695
0.758973,0.591224,0.0390695
0.763196,0.589038,0.0390695
0.767548,0.586552,0.0390695
0.77313,0.58689,0.0390695
0.776958,0.587846,0.0390695
0.782209,0.587846,0.0390695
0.786055,0.588637,0.0390695
0.789995,0.589814,0.0390695
0.797002,0.588702,0.0390695
0.800454,0.588331,0.0390695
0.803032,0.589699,0.0390695
0.8097,0.591007,0.0390695
0.814152,0.588106,0.0390695
0.81895,0.588055,0.0390695
0.824433,0.587352,0.0390695
0.829908,0.588568,0.0390695
0.836559,0.589596,0.0390695
0.842384,0.588974,0.0390695
0.843484,0.589634,0.0390695
0.84795,0.589778,0.0390695
0.853286,0.589825,0.0390695
0.857642,0.590989,0.0390695
0.863131,0.589377,0.0390695
0.86658,0.588381,0.0390695
0.873534,0.589041,0.0390695
0.876989,0.589197,0.0390695
0.880569,0.587205,0.0390695
0.887456,0.586892,0.0390695
0.89258,0.588893,0.0390695
0.89727,0.587779,0.0390695
0.902386,0.589132,0.0390695
0.907176,0.590822,0.0390695
0.912725,0.58926,0.0390695
0.917793,0.587797,0.0390695
0.923128,0.590053,0.0390695
0.929518,0.589611,0.0390695
0.934295,0.591122,0.0390695
0.940173,0.590361,0.0390695
0.944393,0.59226,0.0390695
0.949213,0.590964,0.0390695
0.954005,0.591232,0.0390695
0.957867,0.593546,0.0390695
0.963791,0.593634,0.0390695
0.969116,0.594665,0.0390695
0.973349,0.595054,0.0390695
0.978669,0.59513,0.0390695
0.983449,0.595052,0.0390695
0.988777,0.594748,0.0390695
0.994709,0.592191,0.0390695
1.00038,0.59119,0.0390695
1.00209,0.591291,0.0390695
1.00777,0.592679,0.0390695
1.0126,0.591252,0.0390695
1.01983,0.591317,0.0390695
1.02459,0.592423,0.0390695
1.02919,0.590603,0.0390695
1.03411,0.590122,0.0390695
1.03828,0.590226,0.0390695
1.04428,0.589081,0.0390695
1.04859,0.588066,0.0390695
1.05188,0.590459,0.0390695
1.0581,0.591188,0.0390695
1.06325,0.590433,0.0390695
1.06736,0.591898,0.0390695
1.07098,0.592658,0.0390695
1.07691,0.593128,0.0390695
1.08087,0.593166,0.0390695
1.08512,0.592999,0.0390695
1.08986,0.592044,0.0390695
1.09651,0.592327,0.0390695
1.1016,0.591783,0.0390695
1.10673,0.592655,0.0390695
1.11152,0.591905,0.0390695
1.11568,0.59292,0.0390695
1.12334,0.594829,0.0390695
1.12851,0.595268,0.0390695
1.13165,0.596612,0.0390695
1.13458,0.595818,0.0390695
1.13896,0.597351,0.0390695
1.14399,0.597101,0.0390695
1.1479,0.596116,0.0390695
1.15205,0.594743,0.0390695
1.15776,0.594963,0.0390695
1.16297,0.594999,0.0390695
1.16729,0.597137,0.0390695
1.17225,0.59759,0.0390695
1.17631,0.597831,0.0390695
1.18211,0.597601,0.0390695
1.18753,0.598835,0.0390695
1.19136,0.600125,0.0390695
1.19407,0.600008,0.0390695
1.19994,0.600442,0.0390695
1.20357,0.600243,0.0390695
1.20912,0.600843,0.0390695
1.21338,0.599993,0.0390695
1.21841,0.601851,0.0390695
1.22289,0.601576,0.0390695
1.22742,0.602063,0.0390695
1.23105,0.602327,0.0390695
1.23551,0.601748,0.0390695
1.24007,0.600369,0.0390695
1.24489,0.601038,0.0390695
1.24946,0.602198,0.0390695
1.25266,0.604085,0.0390695
1.25674,0.60439,0.0390695
1.26352,0.604222,0.0390695
1.26937,0.604946,0.0390695
1.27551,0.605281,0.0390695
1.28106,0.60538,0.0390695
1.28746,0.604754,0.0390695
1.29305,0.60563,0.0390695
1.29739,0.606324,0.0390695
1.30192,0.606893,0.0390695
1.30744,0.606498,0.0390695
1.31324,0.606754,0.0390695
1.31667,0.607583,0.0390695
1.32153,0.608648,0.0390695
1.3266,0.609586,0.0390695
1.33119,0.610127,0.0390695
1.3364,0.609923,0.0390695
1.34284,0.611062,0.0390695
1.34702,0.611934,0.0390695
1.35132,0.611902,0.0390695
1.35558,0.611073,0.0390695
1.36095,0.613092,0.0390695
1.36609,0.613042,0.0390695
1.37112,0.613765,0.0390695
1.37497,0.612963,0.0390695
1.38336,0.613078,0.0390695
1.38855,0.612901,0.0390695
1.39476,0.61279,0.0390695
1.39911,0.61321,0.0390695
1.40323,0.612227,0.0390695
1.40722,0.614069,0.0390695
1.41159,0.613678,0.0390695
1.41593,0.613263,0.0390695
1.42299,0.612603,0.0390695
1.42816,0.614013,0.0390695
1.43455,0.614761,0.0390695
1.43897,0.614438,0.0390695
1.44214,0.615012,0.0390695
1.44582,0.615561,0.0390695
1.44993,0.61776,0.0390695
1.45348,0.618452,0.0390695
1.45847,0.619124,0.0390695
1.46156,0.618639,0.0390695
1.46643,0.618274,0.0390695
1.47047,0.618185,0.0390695
1.47376,0.619467,0.0390695
1.47861,0.618528,0.0390695
1.48308,0.61838,0.0390695
1.48653,0.618393,0.0390695
1.4911,0.619693,0.0390695
1.49631,0.618317,0.0390695
1.50203,0.617741,0.0390695
1.50688,0.617847,0.0390695
1.51329,0.617965,0.0390695
1.51648,0.617283,0.0390695
1.52018,0.616833,0.0390695
1.52458,0.617858,0.0390695
1.53056,0.617431,0.0390695
1.53378,0.617923,0.0390695
1.54024,0.617155,0.0390695
1.54316,0.616776,0.0390695
1.54733,0.616879,0.0390695
1.55094,0.616413,0.0390695
1.55441,0.618333,0.0390695
1.5588,0.61856,0.0390695
1.56384,0.619361,0.0390695
1.56919,0.619146,0.0390695
1.57516,0.620453,0.0390695
1.57991,0.620768,0.0390695
1.58386,0.620077,0.0390695
1.5893,0.621637,0.0390695
1.59447,0.620681,0.0390695
1.59756,0.621617,0.0390695
1.60347,0.620968,0.0390695
1.6081,0.621808,0.0390695
1.61456,0.620808,0.0390695
1.61742,0.619361,0.0390695
1.62321,0.619209,0.0390695
1.62831,0.618952,0.0390695
1.63433,0.617696,0.0390695
1.63765,0.617485,0.0390695
1.64405,0.617948,0.0390695
1.64891,0.618686,0.0390695
1.65453,0.618386,0.0390695
1.66181,0.619321,0.0390695
1.66602,0.619142,0.0390695
1.6712,0.619119,0.0390695
1.67511,0.620575,0.0390695
1.68021,0.621561,0.0390695
1.68458,0.620548,0.0390695
1.68669,0.620581,0.0390695
1.69298,0.620435,0.0390695
1.69733,0.621484,0.0390695
1.70312,0.622773,0.0390695
1.70745,0.623772,0.0390695
1.71272,0.623241,0.0390695
1.71457,0.621497,0.0390695
1.71851,0.622206,0.0390695
1.72248,0.622639,0.0390695
1.72971,0.623703,0.0390695
1.73559,0.623738,0.0390695
1.74046,0.622328,0.0390695
1.74414,0.623226,0.0390695
1.74896,0.622531,0.0390695
1.75504,0.620873,0.0390695
1.75998,0.62102,0.0390695
1.76425,0.621872,0.0390695
1.77126,0.620293,0.0390695
1.77471,0.620804,0.0390695
1.77987,0.619506,0.0390695
1.78585,0.620107,0.0390695
1.79113,0.620528,0.0390695
1.79528,0.622111,0.0390695
1.79942,0.622823,0.0390695
1.80409,0.623317,0.0390695
1.8102,0.624202,0.0390695
1.81628,0.623763,0.0390695
1.81958,0.622919,0.0390695
1.82678,0.623592,0.0390695
1.83188,0.626404,0.0390695
1.83743,0.627852,0.0390695
1.8406,0.627341,0.0390695
1.84518,0.627875,0.0390695
1.85144,0.626291,0.0390695
1.85526,0.627146,0.0390695
1.86022,0.628435,0.0390695
1.86657,0.629329,0.0390695
1.87074,0.628892,0.0390695
1.87907,0.629423,0.0390695
1.88277,0.629206,0.0390695
1.88814,0.629004,0.0390695
1.8907,0.629092,0.0390695
1.89464,0.628983,0.0390695
1.90017,0.629834,0.0390695
1.90379,0.627432,0.0390695
1.90699,0.627449,0.0390695
1.91287,0.627856,0.0390695
1.91736,0.627441,0.0390695
1.92078,0.62909,0.0390695
1.92639,0.628327,0.0390695
1.93078,0.628589,0.0390695
1.93603,0.628725,0.0390695
1.94221,0.630722,0.0390695
1.94678,0.632742,0.0390695
1.95304,0.632973,0.0390695
1.95736,0.636054,0.0390695
1.96201,0.634605,0.0390695
1.96474,0.634998,0.0390695
1.96823,0.634294,0.0390695
1.97237,0.634214,0.0390695
1.97837,0.635951,0.0390695
1.98404,0.635657,0.0390695
1.98899,0.634435,0.0390695
1.99155,0.634827,0.0390695
1.99661,0.634597,0.0390695
2.00096,0.634961,0.0390695
2.00428,0.634922,0.0390695
2.00983,0.63473,0.0390695
2.01533,0.63269,0.0390695
2.01766,0.632793,0.0390695
2.02343,0.631617,0.0390695
2.02771,0.63118,0.0390695
2.03239,0.631642,0.0390695
2.037,0.631445,0.0390695
2.04088,0.630022,0.0390695
2.04508,0.630264,0.0390695
2.04975,0.629639,0.0390695
2.05503,0.62915,0.0390695
2.0608,0.62971,0.0390695
2.0662,0.630714,0.0390695
2.0723,0.631725,0.0390695
2.07955,0.630851,0.0390695
2.08274,0.631197,0.0390695
2.08729,0.63002,0.0390695
2.09184,0.631415,0.0390695
2.09579,0.631975,0.0390695
2.09954,0.633548,0.0390695
2.10542,0.635548,0.0390695
2.10712,0.635908,0.0390695
2.11207,0.636118,0.0390695
2.11691,0.637394,0.0390695
2.12086,0.637093,0.0390695
2.12576,0.636038,0.0390695
2.12775,0.635731,0.0390695
2.13341,0.635834,0.0390695
2.13714,0.634787,0.0390695
2.14172,0.635505,0.0390695
2.14844,0.634573,0.0390695
2.15266,0.636185,0.0390695
2.15656,0.634655,0.0390695
2.1628,0.634565,0.0390695
2.1686,0.63609,0.0390695
2.17357,0.636236,0.0390695
2.177,0.63654,0.0390695
2.18329,0.634805,0.0390695
2.18937,0.635286,0.0390695
2.19372,0.635623,0.0390695
2.19791,0.636699,0.0390695
2.20322,0.637346,0.0390695
2.20924,0.636627,0.0390695
2.21413,0.636691,0.0390695
2.21859,0.636475,0.0390695
2.22273,0.63742,0.0390695
2.22834,0.637366,0.0390695
2.23403,0.636191,0.0390695
2.24013,0.636282,0.0390695
2.24683,0.636369,0.0390695
2.25013,0.635534,0.0390695
2.25526,0.635257,0.0390695
2.25964,0.636264,0.0390695
2.2654,0.637236,0.0390695
2.26862,0.639179,0.0390695
2.27274,0.640329,0.0390695
2.27926,0.641001,0.0390695
2.28165,0.641159,0.0390695
2.28574,0.640994,0.0390695
2.29044,0.64124,0.0390695
2.29497,0.640863,0.0390695
2.30112,0.642326,0.0390695
2.30809,0.643363,0.0390695
2.31338,0.645075,0.0390695
2.3184,0.645659,0.0390695
2.32326,0.646742,0.0390695
2.32784,0.64708,0.0390695
2.3329,0.648378,0.0390695
2.33552,0.648318,0.0390695
2.34017,0.648149,0.0390695
2.34583,0.646525,0.0390695
2.34996,0.646405,0.0390695
2.35488,0.646569,0.0390695
2.35992,0.646261,0.0390695
2.36338,0.645623,0.0390695
2.36727,0.646601,0.0390695
2.37211,0.647338,0.0390695
2.37552,0.647774,0.0390695
2.38103,0.647353,0.0390695
2.38402,0.646673,0.0390695
2.38849,0.646955,0.039
2.39272,0.647043,0.0376095
2.39788,0.648788,0.0350237
2.40303,0.650134,0.0297098
2.40783,0.652245,0.0233696
2.41474,0.65326,0.015893
2.41671,0.65359,0.00689301
2.41972,0.65439,-0.000606994
2.4228,0.654437,-0.00960699
2.42527,0.655613,-0.017107
2.43062,0.656072,-0.024607
2.43368,0.65728,-0.033607
2.43573,0.655554,-0.041107
2.4366,0.653642,-0.048607
2.43778,0.653882,-0.057607
2.43844,0.653013,-0.065107
2.4399,0.653183,-0.074107
2.44097,0.653061,-0.081607
2.44136,0.654259,-0.089107
2.44144,0.654195,-0.098107
2.44186,0.654648,-0.105607
2.44251,0.654017,-0.113107
2.44117,0.654807,-0.122107
2.43935,0.654878,-0.129607
2.43857,0.656231,-0.138607
2.4383,0.657562,-0.146107
2.43805,0.659184,-0.153607
2.4361,0.657575,-0.162607
2.43579,0.658201,-0.170107
2.43908,0.658191,-0.177607
2.44046,0.658934,-0.186607
2.44137,0.657891,-0.194107
2.44149,0.657134,-0.203107
2.44127,0.657354,-0.210607
2.43979,0.65956,-0.218107
2.44064,0.660777,-0.227107
2.44137,0.660253,-0.234607
2.44066,0.66071,-0.242107
2.44072,0.661993,-0.251107
2.44034,0.663151,-0.258607
2.44173,0.662898,-0.267607
2.44182,0.661944,-0.275107
2.44096,0.661565,-0.282607
2.44149,0.661941,-0.291607
2.44179,0.66314,-0.299107
2.44244,0.664873,-0.306607
2.44274,0.664167,-0.315607
2.44345,0.662712,-0.323107
2.4429,0.66343,-0.332107
2.44319,0.663263,-0.339607
2.44271,0.664204,-0.347107
2.4428,0.664033,-0.356107
2.44184,0.663068,-0.363607
2.44387,0.662213,-0.372607
2.44449,0.66273,-0.380107
2.44502,0.662984,-0.387607
2.44552,0.663488,-0.396607
2.44429,0.664024,-0.404107
2.44453,0.663791,-0.411607
2.44334,0.663443,-0.420607
2.44375,0.663649,-0.428107
2.44406,0.663287,-0.437107
2.44405,0.663812,-0.444607
2.44483,0.664371,-0.452107
2.44437,0.66425,-0.461107
2.44426,0.664422,-0.468607
2.44312,0.665586,-0.476107
2.44361,0.665821,-0.485107
2.44406,0.665615,-0.492607
2.44535,0.66646,-0.501607
2.44359,0.668731,-0.509107
2.44416,0.667316,-0.516607
2.44512,0.667212,-0.525607
2.44546,0.666517,-0.534607
2.4454,0.66855,-0.540607
2.44574,0.667821,-0.549607
2.44572,0.667356,-0.557107
2.44423,0.665645,-0.566107
2.44351,0.666552,-0.573607
2.44224,0.665146,-0.581107
2.44099,0.664826,-0.590107
2.44157,0.666062,-0.597607
2.44147,0.666009,-0.605107
2.44105,0.667727,-0.614107
2.44069,0.668403,-0.621607
2.44045,0.666927,-0.630607
2.43957,0.665233,-0.638107
2.44066,0.664712,-0.645607
2.4412,0.665045,-0.654607
2.44122,0.664288,-0.662107
2.44102,0.665171,-0.669607
2.44202,0.665206,-0.678607
2.44136,0.665855,-0.686107
2.44343,0.663177,-0.695107
2.44426,0.66284,-0.702607
2.44495,0.663054,-0.710107
2.44643,0.662598,-0.720607
2.4455,0.663612,-0.726607
2.44363,0.663733,-0.734107
2.44317,0.663701,-0.743107
2.44365,0.66342,-0.750607
2.44296,0.664167,-0.759607
2.44225,0.665471,-0.767107
2.4417,0.665158,-0.774607
2.4429,0.664334,-0.783607
2.44247,0.664353,-0.791107
2.44075,0.665183,-0.798607
2.44133,0.666035,-0.807607
2.44186,0.666354,-0.815107
2.44206,0.666393,-0.824107
2.44169,0.665932,-0.831607
2.4428,0.665596,-0.839107
2.44202,0.664704,-0.848107
2.44072,0.664605,-0.855607
2.44009,0.666095,-0.863107
2.44023,0.664808,-0.872107
2.4402,0.664957,-0.879607
2.44009,0.667006,-0.888607
2.43875,0.668243,-0.896107
2.43878,0.668363,-0.903607
2.44005,0.669504,-0.912607
2.43959,0.671361,-0.920107
2.43915,0.673236,-0.927607
2.43841,0.673973,-0.936607
