x,y,theta
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
0.681665,0.619111,0.0390695
