x,y,theta
0.536952,0.759407,0.0390695
0.55302,0.7638,0.0390695
0.5636,0.764917,0.0390695
0.554128,0.765748,0.0390695
0.534583,0.776277,0.0390695
0.535449,0.777327,0.0390695
0.519921,0.780234,0.0390695
0.523951,0.800324,0.0390695
0.520307,0.797624,0.0390695
0.513796,0.779366,0.0390695
0.523998,0.776619,0.0390695
0.520747,0.772893,0.0390695
0.512548,0.778541,0.0390695
0.503856,0.787361,0.0390695
0.489652,0.786328,0.0390695
0.475064,0.78285,0.0390695
0.474038,0.79446,0.0390695
0.453364,0.787661,0.0390695
0.431965,0.780044,0.0390695
0.416964,0.77471,0.0390695
0.412156,0.786651,0.0390695
0.407196,0.789589,0.0390695
0.40441,0.793775,0.0390695
0.408579,0.791581,0.0390695
0.423723,0.788048,0.0390695
0.434536,0.778487,0.0390695
0.437547,0.799291,0.0390695
0.446915,0.800988,0.0390695
0.44124,0.789467,0.0390695
0.428175,0.785068,0.0390695
0.420478,0.786039,0.0390695
0.424146,0.789346,0.0390695
0.415953,0.786472,0.0390695
0.418347,0.779388,0.0390695
0.427431,0.775164,0.0390695
0.41921,0.784794,0.0390695
0.414665,0.778618,0.0390695
0.397452,0.779322,0.0390695
0.403724,0.773401,0.0390695
0.4,0.77875,0.0390695
0.411265,0.769911,0.0390695
0.421138,0.772035,0.0390695
0.428905,0.770212,0.0390695
0.444926,0.774983,0.0390695
0.449789,0.765171,0.0390695
0.469182,0.75504,0.0390695
0.456931,0.761685,0.0390695
0.460189,0.75291,0.0390695
0.469393,0.746603,0.0390695
0.470187,0.745451,0.0390695
0.45243,0.748683,0.0390695
0.450362,0.746017,0.0390695
0.431081,0.745426,0.0390695
0.418993,0.742352,0.0390695
0.44191,0.733533,0.0390695
0.44635,0.73139,0.0390695
0.447086,0.723908,0.0390695
0.445535,0.709361,0.0390695
0.447865,0.707715,0.0390695
0.459017,0.70934,0.0390695
0.456126,0.707746,0.0390695
0.476173,0.71287,0.0390695
0.469099,0.728759,0.0390695
0.477012,0.728583,0.0390695
0.478133,0.734825,0.0390695
0.472321,0.731159,0.0390695
0.460656,0.738962,0.0390695
0.482416,0.721468,0.0390695
0.493854,0.713071,0.0390695
0.497188,0.708687,0.0390695
0.493549,0.713239,0.0390695
0.506046,0.723699,0.0390695
0.502954,0.706692,0.0390695
0.495099,0.704841,0.0390695
0.512315,0.710621,0.0390695
0.499733,0.7079,0.0390695
0.510917,0.691396,0.0390695
0.52753,0.684137,0.0390695
0.526559,0.686913,0.0390695
0.534786,0.689353,0.0390695
0.532916,0.690638,0.0390695
0.525759,0.697697,0.0390695
0.530671,0.704402,0.0390695
0.530182,0.708966,0.0390695
0.527892,0.714973,0.0390695
0.535292,0.708896,0.0390695
0.524585,0.714463,0.0390695
0.520997,0.718176,0.0390695
0.537977,0.722763,0.0390695
0.537797,0.728773,0.0390695
0.560944,0.739492,0.0390695
0.572771,0.742309,0.0390695
0.57402,0.721431,0.0390695
0.576916,0.714509,0.0390695
0.57799,0.700251,0.0390695
0.578163,0.700054,0.0390695
0.565966,0.702695,0.0390695
0.568213,0.679494,0.0390695
0.571663,0.678222,0.0390695
0.577271,0.662817,0.0390695
0.584515,0.664649,0.0390695
0.572616,0.664502,0.0390695
0.590953,0.675857,0.0390695
0.596484,0.672303,0.0390695
0.581437,0.674926,0.0390695
0.595889,0.670243,0.0390695
0.59908,0.66624,0.0390695
0.603206,0.663703,0.0390695
0.617293,0.660358,0.0390695
0.621238,0.67219,0.0390695
0.607273,0.670579,0.0390695
0.599805,0.655979,0.0390695
0.588346,0.665422,0.0390695
0.595275,0.669909,0.0390695
0.61416,0.678576,0.0390695
0.618438,0.685405,0.0390695
0.597001,0.665153,0.0390695
0.609415,0.646096,0.0390695
0.609441,0.654631,0.0390695
0.620375,0.63156,0.0390695
0.608797,0.621032,0.0390695
0.623199,0.60503,0.0390695
0.635922,0.617636,0.0390695
0.611808,0.612752,0.0390695
0.617066,0.595819,0.0390695
0.62492,0.584367,0.0390695
0.608699,0.577927,0.0390695
0.605333,0.578961,0.0390695
0.611535,0.583937,0.0390695
0.630783,0.580505,0.0390695
0.635196,0.572162,0.0390695
0.647319,0.573398,0.0390695
0.65684,0.563367,0.0390695
0.664996,0.567576,0.0390695
0.679914,0.562675,0.0390695
0.687561,0.553229,0.0390695
0.689276,0.55413,0.0390695
0.684384,0.553406,0.0390695
0.686,0.54283,0.0390695
0.692935,0.535819,0.0390695
0.701555,0.537965,0.0390695
0.706342,0.558632,0.0390695
0.717713,0.558506,0.0390695
0.716798,0.54511,0.0390695
0.732962,0.535258,0.0390695
0.73316,0.514458,0.0390695
0.744317,0.512386,0.0390695
0.756994,0.521259,0.0390695
0.75338,0.522762,0.0390695
0.742583,0.528588,0.0390695
0.759891,0.551325,0.0390695
0.768956,0.543398,0.0390695
0.742715,0.549559,0.0390695
0.759625,0.558972,0.0390695
0.774428,0.548473,0.0390695
0.776734,0.539801,0.0390695
0.782731,0.551092,0.0390695
0.78547,0.554427,0.0390695
0.781091,0.558608,0.0390695
0.79258,0.566291,0.0390695
0.803354,0.566181,0.0390695
0.818027,0.563899,0.0390695
0.831591,0.568537,0.0390695
0.847727,0.5714,0.0390695
0.832493,0.580525,0.0390695
0.828295,0.610019,0.0390695
0.845379,0.617842,0.0390695
0.842539,0.609721,0.0390695
0.83501,0.609909,0.0390695
0.838169,0.589398,0.0390695
0.849657,0.583371,0.0390695
0.850031,0.589841,0.0390695
0.863235,0.590272,0.0390695
0.877049,0.594328,0.0390695
0.878168,0.596478,0.0390695
0.87607,0.600982,0.0390695
0.892987,0.594075,0.0390695
0.896325,0.597035,0.0390695
0.915025,0.598803,0.0390695
0.935281,0.593049,0.0390695
0.937967,0.581018,0.0390695
0.936652,0.568112,0.0390695
0.944595,0.573482,0.0390695
0.954263,0.567353,0.0390695
0.978741,0.572531,0.0390695
0.986711,0.5629,0.0390695
0.996505,0.550967,0.0390695
1.01644,0.568109,0.0390695
1.02437,0.577183,0.0390695
1.03725,0.595525,0.0390695
1.04163,0.588853,0.0390695
1.05317,0.596938,0.0390695
1.07809,0.604953,0.0390695
1.10307,0.611406,0.0390695
1.10376,0.629997,0.0390695
1.10909,0.629981,0.0390695
1.12617,0.641115,0.0390695
1.11951,0.652407,0.0390695
1.12707,0.652886,0.0390695
1.14331,0.655573,0.0390695
1.14362,0.663741,0.0390695
1.14427,0.668518,0.0390695
1.14545,0.675507,0.0390695
1.15337,0.662932,0.0390695
1.15217,0.666552,0.0390695
1.15179,0.660286,0.0390695
1.15902,0.633208,0.0390695
1.16508,0.618655,0.0390695
1.16454,0.605442,0.0390695
1.16992,0.605586,0.0390695
1.18577,0.6053,0.0390695
1.18733,0.604188,0.0390695
1.19446,0.613691,0.0390695
1.20373,0.600173,0.0390695
1.20307,0.607371,0.0390695
1.21848,0.598713,0.0390695
1.21165,0.609701,0.0390695
1.22096,0.597969,0.0390695
1.23003,0.610726,0.0390695
1.24281,0.610972,0.0390695
1.23694,0.607762,0.0390695
1.23698,0.600702,0.0390695
1.25014,0.608909,0.0390695
1.25908,0.592735,0.0390695
1.26507,0.580038,0.0390695
1.26464,0.578502,0.0390695
1.26618,0.573975,0.0390695
1.25468,0.575663,0.0390695
1.23983,0.594034,0.0390695
1.2371,0.586361,0.0390695
1.24498,0.582114,0.0390695
1.25955,0.576933,0.0390695
1.25366,0.57376,0.0390695
1.25641,0.557832,0.0390695
1.27533,0.544092,0.0390695
1.30082,0.538131,0.0390695
1.30909,0.538618,0.0390695
1.30136,0.551848,0.0390695
1.30599,0.580122,0.0390695
1.30959,0.566673,0.0390695
1.30784,0.548614,0.0390695
1.32265,0.555394,0.0390695
1.33016,0.558893,0.0390695
1.32792,0.564588,0.0390695
1.33125,0.555718,0.0390695
1.35382,0.544199,0.0390695
1.37991,0.549853,0.0390695
1.38815,0.544971,0.0390695
1.39558,0.551928,0.0390695
1.39643,0.554259,0.0390695
1.40088,0.540732,0.0390695
1.42047,0.536541,0.0390695
1.42567,0.545807,0.0390695
1.4303,0.546673,0.0390695
1.43962,0.559168,0.0390695
1.4376,0.533716,0.0390695
1.45001,0.538267,0.0390695
1.44646,0.531079,0.0390695
1.44917,0.523761,0.0390695
1.4679,0.542139,0.0390695
1.45884,0.529742,0.0390695
1.47643,0.538607,0.0390695
1.50046,0.539121,0.0390695
1.49403,0.533271,0.0390695
1.5066,0.538788,0.0390695
1.52379,0.547927,0.0390695
1.54019,0.555311,0.0390695
1.5353,0.551929,0.0390695
1.54897,0.532934,0.0390695
1.5686,0.54239,0.0390695
1.58906,0.530102,0.0390695
1.58811,0.533172,0.0390695
1.61641,0.554469,0.0390695
1.61865,0.566173,0.0390695
1.6198,0.572488,0.0390695
1.63884,0.590232,0.0390695
1.63135,0.599855,0.0390695
1.63512,0.604786,0.0390695
1.6198,0.606094,0.0390695
1.63057,0.595614,0.0390695
1.62296,0.588252,0.0390695
1.62599,0.594261,0.0390695
1.63372,0.600364,0.0390695
1.63969,0.588452,0.0390695
1.65719,0.602626,0.0390695
1.65522,0.604671,0.0390695
1.65481,0.603808,0.0390695
1.65026,0.604459,0.0390695
1.68121,0.602311,0.0390695
1.67178,0.612944,0.0390695
1.69029,0.616383,0.0390695
1.68711,0.602185,0.0390695
1.68508,0.604441,0.0390695
1.68077,0.599916,0.0390695
1.68895,0.614723,0.0390695
1.70976,0.6397,0.0390695
1.70974,0.645406,0.0390695
1.71975,0.64562,0.0390695
1.73143,0.646336,0.0390695
1.71276,0.65267,0.0390695
1.72637,0.655024,0.0390695
1.73964,0.661763,0.0390695
1.73294,0.665914,0.0390695
1.73937,0.661495,0.0390695
1.75829,0.666359,0.0390695
1.77561,0.680402,0.0390695
1.7735,0.67302,0.0390695
1.77688,0.675441,0.0390695
1.8029,0.676741,0.0390695
1.8166,0.664006,0.0390695
1.8173,0.66825,0.0390695
1.82579,0.663215,0.0390695
1.83087,0.66574,0.0390695
1.83053,0.654355,0.0390695
1.83855,0.645394,0.0390695
1.84031,0.646152,0.0390695
1.83953,0.63926,0.0390695
1.841,0.632708,0.0390695
1.83732,0.632419,0.0390695
1.85348,0.626246,0.0390695
1.85705,0.627218,0.0390695
1.86287,0.626777,0.0390695
1.87254,0.621091,0.0390695
1.87202,0.604974,0.0390695
1.888,0.620443,0.0390695
1.89504,0.615019,0.0390695
1.89318,0.632891,0.0390695
1.90315,0.640924,0.0390695
1.90511,0.650926,0.0390695
1.92913,0.645346,0.0390695
1.9337,0.646862,0.0390695
1.94494,0.656683,0.0390695
1.93587,0.657395,0.0390695
1.94068,0.656422,0.0390695
1.94023,0.660398,0.0390695
1.93663,0.652441,0.0390695
1.93074,0.638293,0.0390695
1.93318,0.63937,0.0390695
1.93246,0.628928,0.0390695
1.9289,0.62001,0.0390695
1.93912,0.59533,0.0390695
1.93844,0.592397,0.0390695
1.94722,0.571997,0.0390695
1.95206,0.586153,0.0390695
1.96421,0.578352,0.0390695
1.98283,0.554202,0.0390695
2.0038,0.552815,0.0390695
2.00656,0.558174,0.0390695
2.02168,0.572849,0.0390695
2.02118,0.571531,0.0390695
2.02955,0.578979,0.0390695
2.03099,0.567571,0.0390695
2.03391,0.575753,0.0390695
2.05331,0.573546,0.0390695
2.06785,0.566377,0.0390695
2.05263,0.570226,0.0390695
2.06133,0.577077,0.0390695
2.07366,0.57579,0.0390695
2.07467,0.571055,0.0390695
2.09115,0.57322,0.0390695
2.1016,0.573384,0.0390695
2.12164,0.57174,0.0390695
2.12629,0.56548,0.0390695
2.13547,0.571534,0.0390695
2.14122,0.565239,0.0390695
2.15348,0.550828,0.0390695
2.1504,0.548751,0.0390695
2.16226,0.547101,0.0390695
2.14063,0.558092,0.0390695
2.14657,0.554188,0.0390695
2.14055,0.546772,0.0390695
2.13428,0.537947,0.0390695
2.13608,0.540577,0.0390695
2.13148,0.537906,0.0390695
2.12451,0.515115,0.0390695
2.14648,0.510878,0.0390695
2.15346,0.504367,0.0390695
2.15507,0.503679,0.0390695
2.15147,0.495376,0.0390695
2.16255,0.503375,0.0390695
2.16221,0.49528,0.0390695
2.15343,0.49385,0.0390695
2.14893,0.489263,0.0390695
2.14083,0.487628,0.0390695
2.15112,0.482668,0.0390695
2.1726,0.476562,0.0390695
2.17159,0.479357,0.0390695
2.1811,0.470011,0.0390695
2.19019,0.475251,0.0390695
2.21426,0.46658,0.0390695
2.20708,0.463441,0.0390695
2.21534,0.451962,0.0390695
2.22484,0.459712,0.0390695
2.22943,0.454475,0.0390695
2.24578,0.432181,0.0390695
2.24738,0.427489,0.0390695
2.26281,0.417246,0.0390695
2.27179,0.42285,0.0390695
2.28009,0.429525,0.0390695
2.30315,0.425595,0.0390695
2.31949,0.42289,0.0390695
2.33528,0.430401,0.0390695
2.32734,0.427547,0.0390695
2.33451,0.413129,0.0390695
2.32503,0.412515,0.0390695
2.32839,0.413642,0.0390695
2.32121,0.428264,0.0390695
2.32749,0.423394,0.0390695
2.31971,0.422109,0.0390695
2.31877,0.408187,0.0390695
2.34229,0.40255,0.0390695
2.34374,0.389182,0.0390695
2.37214,0.375347,0.0390695
2.37635,0.379509,0.0390695
2.36622,0.38744,0.0390695
2.36674,0.354363,0.0390695
2.35965,0.349118,0.0390695
2.36039,0.347409,0.039
2.37781,0.349701,0.0376095
2.3839,0.359819,0.0350237
2.39203,0.353366,0.0297098
2.39967,0.360288,0.0233696
2.39346,0.375055,0.015893
2.38898,0.378664,0.00689301
2.41196,0.385012,-0.000606994
2.4164,0.403048,-0.00960699
2.42794,0.370832,-0.017107
2.44073,0.373252,-0.024607
2.43319,0.377454,-0.033607
2.44987,0.374875,-0.041107
2.45041,0.380648,-0.048607
2.45561,0.383908,-0.057607
2.46734,0.383926,-0.065107
2.48017,0.377965,-0.074107
2.4755,0.375426,-0.081607
2.47421,0.371955,-0.089107
2.46358,0.356825,-0.098107
2.47454,0.351965,-0.105607
2.46057,0.356532,-0.113107
2.45412,0.369107,-0.122107
2.45629,0.359213,-0.129607
2.44226,0.368923,-0.138607
2.43642,0.361863,-0.146107
2.44101,0.358678,-0.153607
2.44086,0.346912,-0.162607
2.43547,0.349535,-0.170107
2.44651,0.365612,-0.177607
2.43918,0.360453,-0.186607
2.44722,0.347961,-0.194107
2.44703,0.349925,-0.203107
2.44436,0.341012,-0.210607
2.45422,0.346722,-0.218107
2.45796,0.334604,-0.227107
2.46936,0.333426,-0.234607
2.46783,0.336776,-0.242107
2.46533,0.326788,-0.251107
2.45974,0.330682,-0.258607
2.46467,0.345141,-0.267607
2.48203,0.361581,-0.275107
2.48817,0.356711,-0.282607
2.49232,0.341575,-0.291607
2.48989,0.360115,-0.299107
2.49172,0.370312,-0.306607
2.49843,0.366636,-0.315607
2.49115,0.370634,-0.323107
2.47945,0.367662,-0.332107
2.4624,0.359711,-0.339607
2.471,0.37268,-0.347107
2.46333,0.377379,-0.356107
2.45988,0.380628,-0.363607
2.44874,0.38048,-0.372607
2.4543,0.377853,-0.380107
2.45624,0.380522,-0.387607
2.45986,0.345871,-0.396607
2.45241,0.342102,-0.404107
2.45818,0.342745,-0.411607
2.4599,0.35394,-0.420607
2.45082,0.347987,-0.428107
2.45244,0.352501,-0.437107
2.44872,0.358242,-0.444607
2.42786,0.376045,-0.452107
2.43132,0.391202,-0.461107
2.43065,0.384586,-0.468607
2.4254,0.392679,-0.476107
2.4184,0.406293,-0.485107
2.42629,0.421247,-0.492607
2.43276,0.440005,-0.501607
2.44549,0.448446,-0.509107
2.46146,0.447243,-0.516607
2.46125,0.45296,-0.525607
2.46539,0.453113,-0.534607
2.45974,0.454757,-0.540607
2.4741,0.461008,-0.549607
2.46405,0.449564,-0.557107
2.48203,0.460962,-0.566107
2.48599,0.462644,-0.573607
2.48591,0.458392,-0.581107
2.48518,0.471063,-0.590107
2.49025,0.470435,-0.597607
2.4811,0.458691,-0.605107
2.46907,0.457852,-0.614107
2.47009,0.464992,-0.621607
2.46861,0.464509,-0.630607
2.4742,0.477754,-0.638107
2.48332,0.48044,-0.645607
2.48523,0.476281,-0.654607
2.48736,0.481494,-0.662107
2.48095,0.464719,-0.669607
2.49065,0.473451,-0.678607
2.50595,0.484979,-0.686107
2.51212,0.484808,-0.695107
2.49399,0.477013,-0.702607
2.49318,0.480833,-0.710107
2.47429,0.472265,-0.720607
2.46262,0.455677,-0.726607
2.46267,0.437109,-0.734107
2.47726,0.447527,-0.743107
2.47603,0.460682,-0.750607
2.473,0.461281,-0.759607
2.49089,0.47313,-0.767107
2.47738,0.463457,-0.774607
2.48763,0.465136,-0.783607
2.49453,0.464704,-0.791107
2.50293,0.461878,-0.798607
2.49377,0.45817,-0.807607
2.50318,0.456883,-0.815107
2.50116,0.443419,-0.824107
2.50528,0.445008,-0.831607
2.49923,0.458302,-0.839107
2.50245,0.449283,-0.848107
2.50155,0.445398,-0.855607
2.50854,0.435322,-0.863107
2.49704,0.435884,-0.872107
2.51076,0.447712,-0.879607
2.50172,0.440572,-0.888607
2.49275,0.435135,-0.896107
2.4966,0.437046,-0.903607
2.49013,0.437718,-0.912607
2.4909,0.44065,-0.920107
2.5241,0.449939,-0.927607
2.51419,0.448156,-0.936607
